"Gas.Utility","Electric.Utility","Customer.Type","Total.Project.Cost","Total.Incentives","Fuel.Type","Year.Home.Built","Size.of.Home","Measure.Type","FYES","HRGJ"
14,8,2,4510,0,9,1984,1366,1,11,2
14,5,2,8322,0,9,1977,2740,1,279,2
1,5,2,13921,0,11,1980,3150,1,509,2
14,8,1,7500,3750,9,1940,1112,1,64,2
9,5,1,18330,5195,9,1920,2086,1,304,2
14,8,2,4888,0,9,1890,3324,1,150,2
14,8,1,5475,2738,9,1982,1641,1,40,2
14,8,2,4463,0,9,1939,1574,1,106,2
9,5,1,7592,3796,9,1900,1152,1,93,2
13,7,1,13585,4000,9,1952,3240,1,1932,2
10,4,1,1280,640,9,1900,2040,1,5,2
14,8,2,4038,0,9,1925,1216,1,7,2
14,8,2,9947,0,9,1983,1726,1,170,2
4,6,1,12835,4000,9,1960,1200,1,375,2
11,6,1,3100,1550,9,1950,1944,1,79,1
14,4,2,5000,0,9,1982,1662,1,100,2
14,6,1,10860,5000,9,1900,2958,1,176,2
9,5,1,7700,2150,9,1925,1784,1,128,2
1,2,1,19850,4000,10,1929,2100,1,4085,2
1,2,2,25784,0,10,1991,3312,1,1300,1
10,5,2,4700,0,9,1992,2489,1,65,2
1,2,2,14700,0,10,1965,2211,1,2605,2
9,5,1,5400,2700,9,1952,1104,1,141,2
14,8,2,8400,0,9,2002,1888,1,189,2
14,5,2,8825,0,9,1976,1830,1,146,2
11,6,1,4079,2039,9,1900,1452,1,113,2
14,8,2,4531,0,9,1975,2840,1,205,2
14,8,1,8924,4000,9,1977,1219,1,264,2
14,8,2,5500,0,9,2008,2309,1,36,2
10,5,1,8150,1975,9,1950,975,1,82,2
14,8,2,5300,0,9,1963,1096,1,112,2
11,6,2,8720,0,9,1924,1470,1,130,2
9,5,2,4250,0,9,1984,1456,1,79,2
14,8,2,4560,0,9,1964,1528,1,110,2
11,6,2,5330,0,9,1940,1811,1,34,2
14,8,2,12805,0,9,2003,1924,1,44,2
4,6,2,5300,0,9,1965,1380,1,24,2
14,8,2,4830,0,9,1940,1430,1,91,2
1,6,2,4897,0,13,1900,1250,1,168,2
14,8,2,7600,0,9,1950,1152,2,52,2
14,8,2,4700,0,9,1984,1521,1,43,2
14,8,2,7333,0,9,2002,1300,1,237,2
14,8,1,9000,4000,9,1954,1700,1,91,2
14,5,2,5295,0,9,1996,2750,1,172,2
3,2,2,9300,0,9,1952,1814,1,51,2
1,5,1,21420,4000,9,1989,1152,1,236,2
1,6,1,8000,4000,10,1958,1376,1,618,2
14,8,2,4650,0,9,1950,2051,1,31,2
1,5,2,3980,0,11,1988,1320,1,437,2
11,6,1,12015,5000,9,1820,2165,1,170,2
10,3,2,13127,0,9,1953,1827,1,532,2
9,5,1,7743,3871,9,1958,1687,1,190,2
11,6,2,13960,0,9,1908,1040,1,190,2
9,5,2,4300,0,9,1900,1324,1,15,2
14,8,1,9100,4000,9,1900,1150,1,194,2
11,4,1,4984,2492,9,1955,1152,1,209,2
9,5,1,7200,3600,9,2011,1900,1,71,2
14,8,2,5976,0,9,2002,1980,1,124,2
14,8,2,10472,0,9,1993,2026,1,123,2
9,5,1,8500,4000,9,1968,1426,1,213,2
10,5,2,8430,0,9,1960,2339,1,126,2
1,5,2,10600,0,11,1999,1700,1,379,2
10,5,2,10800,0,9,1985,1988,1,167,2
10,5,1,4250,2125,9,1955,1275,1,189,1
9,5,1,12475,4000,9,1976,1612,1,398,2
14,8,2,4200,0,9,1994,1918,1,36,2
10,5,2,7020,0,9,1880,2234,1,331,2
14,8,1,16360,5000,9,1975,1318,1,302,2
14,8,1,5382,2579,9,1957,883,1,79,2
4,6,1,9100,2650,9,1990,1920,1,106,2
9,4,1,7600,1650,9,1940,1300,1,27,2
14,8,1,10500,4000,9,1968,1700,1,112,2
11,6,2,11744,0,9,1915,1632,1,255,2
1,5,1,6580,3150,12,1900,1104,1,192,2
1,6,2,13349,0,10,1930,2940,1,1038,2
14,8,2,4200,0,9,1960,2493,1,20,2
14,8,2,3728,0,9,1955,1125,1,52,2
14,8,2,10100,0,9,1969,920,1,38,2
10,5,2,6200,0,9,1930,1424,1,162,2
14,8,2,9344,0,9,1972,1436,1,118,2
10,5,2,3790,0,9,1987,1416,1,18,2
11,6,1,6100,3050,9,1890,1296,1,185,2
11,6,1,6000,3000,9,1900,2104,1,219,2
1,8,2,6000,0,11,1997,2705,1,80,2
14,8,1,11281,3743,9,1945,1201,1,143,2
1,6,1,10884,5000,1,1973,983,1,364,2
14,8,2,3680,0,9,1954,1337,1,62,2
14,8,2,9500,0,9,1994,1600,1,121,2
10,5,1,1975,988,9,1950,1160,1,158,2
14,8,2,10185,0,9,1983,1248,1,134,2
14,8,2,5032,0,9,1992,1482,1,45,2
3,2,2,35235,0,9,1970,3933,1,1567,2
1,5,2,4626,0,11,2008,1392,1,206,2
11,6,1,6802,3401,9,1940,1000,1,287,1
11,6,1,4868,2434,9,1966,1464,1,127,2
14,8,2,10320,0,9,1932,1449,1,118,2
9,6,1,6000,3000,9,1951,3092,1,59,2
11,6,2,6250,0,9,1930,1472,1,26,2
1,1,2,11716,0,10,1910,3600,1,923,2
1,6,2,9990,0,10,1955,1248,1,194,2
9,5,1,9500,4750,9,1968,3058,1,388,2
14,8,2,12998,0,9,1881,1700,1,593,2
14,8,1,11525,3778,9,1954,1350,1,200,2
14,8,2,5695,0,9,1963,1785,1,49,2
1,5,1,6700,1400,10,1972,1500,1,251,2
14,8,2,6265,0,9,1984,1984,1,50,2
9,5,1,4550,2275,9,1945,1158,1,76,2
14,8,2,4722,0,9,1966,1437,1,28,2
11,6,2,10520,0,9,1987,2400,1,143,2
1,8,2,2060,0,11,2001,1408,1,110,2
9,6,2,3900,0,9,2006,2296,1,91,2
9,6,1,9079,4000,9,1890,1659,1,207,2
1,6,2,12750,0,6,1976,2900,1,629,2
14,4,2,5504,0,9,1964,2775,1,194,2
9,4,1,5830,2283,9,1900,2500,1,217,2
14,8,1,5030,2515,9,1912,1174,1,252,2
14,8,2,11167,0,9,1888,3088,1,515,2
14,8,2,4100,0,9,1945,1527,1,81,2
10,5,1,8100,4000,9,1910,3500,1,31,2
10,5,1,15391,4000,9,1960,2052,1,437,2
1,5,2,4080,0,11,1978,980,1,69,2
14,8,2,12619,0,9,1967,2784,1,483,2
1,6,1,11370,4000,10,1880,3074,1,558,2
1,6,2,4100,0,11,1989,1323,1,33,2
11,8,2,9862,0,9,1953,3239,1,176,2
10,5,1,8950,4000,9,1991,2280,1,182,2
14,8,2,5214,0,9,1999,1910,1,113,2
14,8,2,24089,0,9,1987,1339,1,447,2
14,8,2,12800,0,9,1955,2914,1,263,2
14,8,1,5150,2575,9,1951,1400,1,340,2
14,8,2,13000,0,9,2006,1878,1,245,2
10,5,1,5400,1840,9,1929,1554,1,482,2
11,6,2,2430,0,9,1920,1100,1,70,2
1,8,2,5550,0,10,2001,1650,1,71,2
14,8,2,7780,0,9,1931,1331,1,255,2
10,5,1,16054,4000,9,1950,2351,1,295,2
1,6,2,9630,0,11,1974,1667,1,146,2
14,8,1,3160,95,9,1955,1513,1,9,2
1,6,1,9090,3850,12,2000,972,1,538,1
14,8,2,8353,0,9,1993,2508,1,155,2
9,5,1,9410,4000,9,1950,1092,1,127,2
14,8,2,9741,0,9,1968,2216,1,162,2
14,8,2,12200,0,9,1996,1820,1,178,2
14,8,2,5000,0,9,1977,1680,1,321,2
1,2,2,8462,0,10,1800,1500,1,1238,2
10,5,1,9038,4000,9,1900,3168,1,145,2
11,6,1,9700,4850,9,1940,1584,1,217,2
11,5,2,8820,0,9,1930,2257,1,170,2
14,8,1,3818,1909,9,1950,1030,1,24,2
14,8,1,10853,4000,9,1915,1379,1,234,2
10,5,2,7190,0,9,1984,1800,1,263,2
1,1,2,27361,0,10,1890,2600,1,2672,2
11,6,2,15860,0,9,1992,2652,1,210,2
14,8,2,7578,0,9,2003,1599,1,189,2
14,8,2,4600,0,9,1950,1347,1,72,1
1,2,2,452,0,10,1974,3744,1,119,2
14,8,1,3368,1684,9,1945,1200,1,135,2
14,8,2,8170,0,9,1982,2704,1,119,2
9,5,1,6850,3425,9,1929,1271,1,169,2
9,5,1,10300,5000,9,1900,2892,1,174,2
1,8,2,2100,0,11,2003,1959,1,9,2
10,5,1,3400,1700,9,1980,1510,1,45,2
14,8,2,7619,0,9,1970,1028,1,167,2
9,6,1,10853,4000,9,1954,3000,2,214,2
9,5,2,8300,0,9,1994,2894,1,186,2
14,8,2,8311,0,9,1950,1656,1,259,2
14,8,2,4400,0,9,1960,1386,1,81,2
10,4,1,5500,2750,9,1949,1053,1,174,2
14,8,2,4600,0,9,1962,1007,1,8,2
1,4,2,3240,0,6,1950,840,1,373,2
9,5,1,2675,1338,9,1992,1404,1,97,2
1,5,1,2200,1100,11,2006,1688,1,230,2
14,8,2,5291,0,9,1985,1528,1,61,2
14,8,2,5750,0,9,1956,2355,1,92,2
9,5,1,8900,2700,9,1954,1328,1,142,2
1,6,1,5276,2638,11,1950,1130,1,921,2
9,6,1,8300,2400,9,1971,1484,1,141,2
9,5,2,4522,0,9,1978,1492,1,27,2
10,5,2,6800,0,9,1952,1006,1,110,2
14,8,2,4700,0,9,2004,3000,1,49,2
11,6,1,14666,4000,9,1987,1104,1,407,2
14,8,2,5865,0,9,1987,3230,1,50,2
14,8,2,3859,0,9,1957,1210,1,110,2
9,6,1,10629,4000,9,1918,1360,1,202,2
14,8,2,4580,0,9,1940,1426,1,34,2
14,8,2,10760,0,9,1961,1050,1,281,2
14,8,2,5800,0,9,1994,2764,1,151,2
9,5,2,4560,0,9,2005,1456,1,5,2
10,5,1,12790,4000,9,1972,2848,1,312,2
14,5,1,11354,3255,9,1970,1440,1,98,2
14,8,2,3950,0,9,1998,1938,1,107,2
14,6,1,10130,2865,9,2003,1568,1,45,2
10,5,2,3870,0,9,1973,3062,1,114,2
14,8,1,3120,1560,9,1930,1538,1,102,2
1,7,2,19275,0,11,1994,2160,1,1134,2
9,5,1,7980,3990,9,1934,1500,1,94,2
1,5,2,10736,0,11,1996,2900,1,451,2
10,5,1,7250,3625,9,1956,1664,1,160,2
9,5,1,9025,4000,9,1946,912,1,241,2
14,8,2,11230,0,9,2001,2670,1,324,2
9,5,1,4928,2464,9,1956,1058,1,120,2
14,8,1,19615,4000,9,1965,1056,1,239,2
14,8,2,5231,0,9,1994,2940,1,215,2
13,7,2,11000,0,9,1967,2584,1,760,2
1,5,2,11000,0,11,1991,2009,1,359,2
3,2,2,12125,0,9,1961,2212,1,64,2
4,6,1,11600,4000,9,1977,1900,1,336,2
11,5,1,8450,4000,9,1860,2152,1,358,2
14,8,1,6000,3000,9,1992,2415,1,147,2
3,2,2,7820,0,9,1928,2904,1,318,2
14,8,2,4693,0,9,1910,1216,1,71,2
3,2,2,8119,0,9,1972,1198,1,340,1
1,5,2,9430,0,11,1968,1080,1,199,2
3,2,2,9840,0,9,1965,1458,1,313,2
1,5,2,8440,0,10,1987,1648,1,89,2
1,8,1,12986,4000,10,1957,1826,1,1515,2
4,6,2,6150,0,9,1973,1248,1,149,2
11,6,1,17995,5000,9,1900,2310,1,166,2
14,8,1,5817,2909,9,1910,1196,1,275,2
14,8,2,6220,0,9,1925,2361,1,55,2
10,5,1,4900,2450,1,1990,1225,1,74,2
3,2,2,480,0,9,1991,1884,1,266,2
14,8,1,4180,2090,9,1955,2686,1,188,2
14,8,1,3000,1500,1,1967,1753,1,100,2
14,5,1,4527,2264,9,1959,1824,1,161,2
1,8,1,5098,2549,10,1920,1149,1,1351,2
1,6,1,4700,2350,9,1900,1488,1,320,2
9,5,2,4400,0,9,1951,936,1,16,2
14,8,2,8989,0,9,1956,1600,1,254,2
1,6,1,9620,4000,10,1972,924,1,109,2
14,8,2,4680,0,9,1995,2681,1,180,2
14,8,1,5000,2500,9,1954,936,1,78,2
14,8,1,8093,4000,9,1962,1034,1,175,2
14,8,2,4400,0,9,1955,1600,1,26,2
14,8,2,15024,0,9,1974,1634,1,346,2
1,5,2,8250,0,10,1985,1632,1,595,2
14,8,1,8000,4000,9,1900,1026,1,214,2
11,6,2,5986,0,9,1957,1296,1,143,2
9,5,1,8905,4000,9,1938,1511,1,155,2
14,8,2,4800,0,9,1988,1960,1,145,2
14,8,2,4813,0,9,1991,1800,1,199,2
1,6,2,9076,0,11,1981,950,1,847,2
14,8,1,7741,3828,9,1920,2564,1,183,2
3,2,2,2008,0,9,1908,3200,1,414,2
1,8,2,22072,0,11,2003,1248,1,410,2
1,6,2,4940,0,11,1992,2098,1,276,2
9,5,1,7070,3535,9,1952,1800,1,640,2
14,8,1,7221,3611,9,1920,2234,1,187,2
9,5,1,11500,4000,9,1992,1200,1,191,2
9,5,1,9760,4000,9,1936,1104,1,165,2
10,5,2,7700,0,9,1972,1900,1,173,2
14,8,2,8111,0,9,1955,1250,1,85,2
14,8,2,4600,0,9,1988,1840,1,9,2
10,5,1,5213,2607,9,1967,1740,1,124,2
3,2,2,18050,0,9,1912,3885,1,759,2
9,5,1,9625,4000,9,1950,1300,1,152,2
9,5,2,4753,0,9,2002,2350,1,161,2
14,8,2,5296,0,9,1950,1066,1,181,2
10,5,2,7840,0,9,1990,1371,1,164,2
14,8,1,11104,3282,10,1991,1479,2,39,2
10,5,1,7995,3998,9,1950,2093,1,22,2
9,5,1,28400,9200,9,1928,1848,1,238,2
14,8,2,8934,0,9,1920,1400,1,152,2
14,8,1,10548,4000,9,1850,2242,1,233,2
14,8,2,11510,0,9,1953,1500,1,209,2
1,5,2,2976,0,11,2005,2019,1,96,2
14,8,2,9082,0,9,1925,1256,1,106,2
9,6,2,8783,0,9,1983,3060,1,183,2
14,4,1,4250,2125,9,1968,1288,1,116,2
14,8,2,2300,0,9,1926,1152,1,36,2
14,8,1,4703,2352,9,1902,1440,1,398,2
14,8,1,8050,4000,9,1997,2508,1,194,2
10,5,2,4000,0,9,1971,1968,1,49,2
9,6,2,5400,0,9,1995,3300,1,240,2
14,8,1,11425,3360,9,1930,2064,1,276,2
14,8,1,15448,4000,9,1960,2174,1,183,2
9,6,1,9875,4000,9,1964,1730,1,475,2
1,6,1,9477,4000,10,1990,1640,1,1090,2
14,8,2,4160,0,9,1962,2700,1,30,2
10,5,1,4937,2469,9,1930,1296,1,214,2
14,8,2,5380,0,9,1987,1842,1,130,2
10,5,1,7875,3938,9,1825,1608,1,488,2
1,6,1,10800,4000,11,1989,1960,1,552,2
9,5,1,20371,4000,9,1900,2800,1,1151,2
9,5,1,3950,1975,9,1926,2628,1,154,2
14,8,2,2817,0,9,1996,2353,1,57,2
14,8,1,6000,3000,9,1915,1769,1,134,2
1,8,2,11400,0,10,1978,2172,1,282,2
14,8,2,4972,0,9,1910,1480,1,203,2
14,5,2,4400,0,9,1999,816,1,128,2
14,8,1,14826,4000,9,1955,1320,1,1075,2
14,8,2,12180,0,9,1940,1248,1,162,2
14,8,1,6460,3230,9,1987,1512,1,102,2
1,6,2,9000,0,10,1920,1500,1,198,2
4,6,2,5600,0,9,1930,896,1,38,2
14,8,1,16850,4000,9,1969,1008,1,207,2
11,6,2,6156,0,9,1957,896,1,111,2
3,2,2,3279,0,9,1961,1552,1,385,2
14,8,1,5600,2800,9,1921,1316,1,289,2
14,8,2,2840,0,9,1980,2872,1,10,2
10,5,2,4140,0,9,1987,1942,1,65,2
14,8,2,10638,0,10,1924,1646,1,1012,2
14,8,2,6300,0,9,1902,2200,1,212,2
11,6,2,9990,0,9,1947,1934,1,191,2
11,8,2,12800,0,9,1985,1500,1,179,2
14,8,2,10197,0,9,1972,1229,1,236,2
1,8,2,4689,0,11,1954,1912,1,828,2
2,1,2,8900,0,9,1981,2800,1,223,2
1,5,1,8500,4000,10,1910,1248,1,313,2
14,8,2,5880,0,9,1975,1632,1,192,2
1,6,2,7962,0,6,1978,3520,1,962,2
1,6,2,23537,0,6,1974,2184,1,1074,2
11,5,2,12305,0,9,1983,1248,1,172,2
14,5,2,5334,0,9,1966,1040,1,99,2
1,7,1,4705,2353,10,1972,3062,1,702,2
14,8,2,12500,0,9,1992,2786,1,106,2
14,8,1,6200,3100,9,1978,2760,1,247,2
14,8,1,16660,4000,9,1920,1650,1,189,2
14,8,1,6052,2811,1,1972,1509,1,110,2
10,5,1,8000,4000,9,1958,1036,1,77,2
1,5,2,4485,0,10,1994,1828,1,22,2
14,8,2,4140,0,9,1949,1200,1,150,2
14,8,1,9815,4000,9,1964,1700,1,131,2
1,3,2,21100,0,10,1894,2668,1,2032,2
14,8,2,9351,0,9,1937,1300,1,201,2
10,5,1,10475,4000,9,1930,1600,1,412,2
14,8,2,5872,0,9,1920,960,1,138,2
1,1,2,6516,0,10,1980,1000,1,314,2
14,8,1,16960,4000,9,1952,1365,1,180,2
14,8,2,12229,0,9,2004,3386,1,113,2
10,5,2,12760,0,9,2006,3600,1,51,2
9,5,2,7700,0,9,1953,1389,1,186,2
11,6,1,11839,4000,1,1885,1280,1,387,2
14,8,2,4573,0,9,1978,1800,1,119,2
10,5,1,7125,3563,9,1965,1000,1,308,2
14,8,1,4500,2250,9,1975,1462,1,171,2
10,5,2,4290,0,9,1998,2500,1,28,2
14,8,2,4447,0,9,1968,1500,1,46,2
10,5,1,13600,5000,9,1960,1440,1,389,2
9,5,1,16317,4000,9,1952,1728,1,725,2
14,8,1,8850,4425,9,1851,1188,1,245,2
10,5,1,5978,2989,9,1980,2496,1,108,2
14,8,2,4650,0,9,1992,2470,1,89,2
14,8,2,8900,0,9,1955,1424,1,103,2
11,6,2,32686,0,9,1900,3072,1,1587,2
14,8,2,4432,0,9,1945,973,1,20,2
14,8,2,4302,0,9,1985,1453,1,36,2
3,2,2,17375,0,9,1925,2432,1,1384,2
14,8,2,4712,0,9,1900,1280,1,167,2
14,8,2,11846,0,9,1948,2482,1,198,2
9,6,1,3298,1649,9,1954,1551,1,269,1
9,4,1,7365,3375,6,1953,1500,1,425,2
14,8,2,2000,0,9,2000,2537,1,44,2
11,6,2,5760,0,9,1875,1395,1,22,2
9,5,1,5195,2598,9,1920,2064,1,217,2
14,8,2,9100,0,9,1956,1268,1,146,2
14,8,1,5000,2500,9,1954,1108,1,141,2
14,8,2,8650,0,9,1954,1835,1,421,2
14,8,2,4400,0,9,1973,1410,1,131,2
9,5,1,13450,4000,9,2001,1664,1,666,2
3,2,2,24539,0,9,1911,2883,1,10,2
14,8,2,5587,0,9,1985,3100,1,74,2
11,6,1,5100,2550,9,1946,1304,1,200,2
14,8,2,6300,0,9,1976,1600,1,99,2
9,5,1,4365,2183,9,1959,2528,1,40,2
14,8,2,6150,0,9,1962,2250,1,76,2
14,8,2,11978,0,9,1994,2801,1,139,2
14,8,2,11200,0,9,1954,3900,1,39,2
1,6,2,9700,0,10,1986,1400,1,42,2
11,6,1,2400,1200,1,1954,1443,1,28,2
14,8,1,14400,4000,9,1924,1627,1,400,2
14,8,2,11326,0,9,1985,1635,1,433,2
14,8,1,7992,3996,9,1925,1248,1,168,2
11,6,2,3000,0,9,1956,1540,1,31,2
11,5,2,9844,0,9,1957,864,1,297,2
1,6,1,20667,4000,6,1970,2697,1,753,2
14,8,2,4200,0,9,1950,1446,1,29,2
14,8,2,11033,0,9,1956,1738,1,132,2
10,5,1,6500,3250,9,1962,1193,1,19,2
9,5,1,7556,3778,9,1900,1158,1,156,2
9,5,2,18475,0,9,1959,3938,1,588,2
10,5,1,4000,2000,11,1987,1178,1,53,2
1,8,2,7000,0,10,1895,2118,1,151,2
11,6,2,6800,0,9,1920,1564,1,260,2
10,5,1,8100,4050,9,1997,1296,1,64,2
11,5,2,3360,0,9,1982,1170,1,13,2
10,5,1,4880,2440,1,1945,1521,1,72,2
10,5,1,4200,2100,9,1920,1359,1,109,2
14,8,1,5729,2865,9,1920,814,1,101,2
14,8,2,7355,0,9,1954,1450,1,118,2
14,8,1,14599,4000,9,1930,1560,1,220,2
11,6,1,9700,4000,9,1934,2290,1,243,2
10,5,1,14223,3725,9,1976,2678,1,487,1
14,8,2,11600,0,9,1980,3238,1,84,2
1,6,1,6023,3011,11,1970,1700,1,339,2
1,8,1,8001,4000,11,1960,2100,1,272,2
9,5,1,7441,3721,9,1948,2499,1,172,2
14,5,1,10115,3073,9,1979,1304,1,108,2
10,5,1,4750,2375,9,1972,1686,1,79,2
9,5,2,4350,0,9,1949,1630,1,31,2
1,5,1,7500,3750,10,1940,2872,1,274,2
14,8,1,8021,4000,9,1963,2118,1,314,2
14,8,2,14262,0,9,1958,2032,1,267,2
14,8,1,8900,4000,9,1964,1200,1,218,2
14,8,2,11200,0,9,2007,1792,1,181,2
14,8,1,9123,2260,9,1900,896,1,853,2
11,5,1,5500,2750,9,1920,1515,1,252,2
1,6,2,7500,0,11,1996,1924,1,136,2
14,8,2,4780,0,9,1910,1394,1,174,2
9,5,1,2090,1045,9,1926,1152,1,16,2
14,8,2,4735,0,9,1977,1705,1,22,2
10,5,2,7400,0,9,1991,1440,1,161,2
14,8,2,4428,0,9,1966,1404,1,28,2
14,5,2,4813,0,9,2000,1500,1,77,2
14,8,2,10135,0,9,1925,2448,1,108,2
10,5,1,9370,4000,9,1958,1260,1,192,2
14,8,2,2700,0,9,1951,1040,1,16,2
3,2,1,6854,3427,9,1954,1500,1,136,2
14,8,1,5950,2975,9,1973,2072,1,192,2
14,8,1,7250,3625,9,1950,944,1,54,2
14,8,1,6858,3429,9,1925,2520,1,251,2
14,8,2,9608,0,9,1972,2136,1,130,2
1,6,2,15700,0,10,1987,3000,1,394,2
10,5,1,5100,2550,9,1868,1348,1,85,2
4,6,2,2050,0,9,1967,1354,1,29,2
14,8,1,4500,2250,9,1978,980,1,87,2
14,5,1,10250,3500,9,1986,980,1,47,2
14,8,2,10088,0,9,2000,1750,1,185,2
10,5,2,7000,0,13,1900,1800,1,1011,2
14,5,2,6989,0,9,1900,1470,1,59,2
9,6,1,5957,2978,9,1997,2900,1,338,2
14,8,2,9892,0,9,1984,1892,1,101,2
14,8,2,7390,0,9,1964,2378,1,349,2
10,5,2,11100,0,9,1958,1900,1,270,2
3,2,2,14819,0,9,1950,3650,1,345,2
10,5,1,8000,4000,9,1942,1671,1,189,2
11,6,1,4800,2400,9,1983,800,1,136,2
14,8,1,9790,4000,9,1929,1172,1,125,2
1,2,2,9800,0,10,1952,3600,1,3282,2
14,8,2,10860,0,9,1992,2140,1,190,2
10,5,2,11900,0,9,1962,2094,1,400,2
10,5,1,8800,3400,9,1949,1302,1,678,1
1,2,2,14990,0,10,1907,2292,1,1097,2
10,5,1,5900,2950,9,1910,1260,1,154,2
14,8,2,3800,0,9,1964,1125,1,61,2
14,4,2,4111,0,9,1974,1800,1,114,2
3,2,2,15034,0,9,1947,2852,1,539,2
9,5,1,3400,1700,9,1920,1662,1,132,2
1,5,1,2975,1488,11,1999,1248,1,380,2
1,6,2,8311,0,11,1980,1056,1,250,2
14,8,1,5887,2944,9,1925,1627,1,67,2
11,6,1,9390,2448,9,1897,1590,1,24,2
14,8,1,8056,4000,9,1962,1570,1,319,2
14,8,2,9384,0,9,1969,1698,1,164,2
9,5,1,7560,3780,9,1927,1458,1,149,2
14,8,2,9589,0,9,1981,1652,1,263,2
14,5,2,745,0,9,1966,2024,1,7,2
1,3,2,18757,0,10,1958,1654,1,1236,2
10,5,1,3956,1978,9,1929,1496,1,316,2
1,3,2,5935,0,10,1950,2808,1,2201,1
10,5,1,9800,4000,1,1934,1536,1,417,2
11,6,2,15430,0,9,1900,2700,1,419,2
11,5,1,14400,4000,9,1920,1196,1,173,2
9,6,1,2200,1100,9,1900,864,1,24,2
1,5,1,7332,3666,10,1890,2288,1,326,2
14,8,2,9684,0,9,1900,1344,1,427,2
1,5,2,5760,0,10,1963,2880,1,1104,2
3,2,2,5135,0,9,1984,1904,1,312,2
1,6,1,17500,4000,12,2000,1440,1,393,2
2,1,2,7495,0,9,1896,1000,1,272,2
14,5,2,11145,0,9,1900,1875,1,236,2
14,8,2,12500,0,9,1969,2180,1,199,2
3,2,2,2320,0,9,1973,1785,1,189,1
11,6,2,5570,0,9,1951,3314,1,104,2
1,8,1,17400,4000,1,1948,1404,1,668,2
1,8,1,4527,2264,11,1990,924,1,382,2
10,5,1,6830,3390,9,1960,1216,1,393,2
14,8,2,4057,0,9,1962,1064,1,87,2
14,8,2,4175,0,9,1955,2865,1,188,2
14,8,1,6879,3440,9,1966,1138,1,178,2
14,6,2,4055,0,9,1998,1386,1,59,2
1,5,1,5521,2761,11,1993,1064,1,270,2
14,8,1,6020,3010,9,1964,1296,1,144,2
14,8,2,8183,0,9,1930,1348,1,97,2
1,1,1,13739,4000,10,1963,1635,1,1590,2
14,8,2,10658,0,9,1999,1894,1,191,2
14,8,2,4900,0,9,1991,1505,1,30,2
9,6,2,5950,0,9,2001,3634,1,34,2
14,8,2,13270,0,9,1989,1200,1,141,2
10,5,2,6346,0,9,1894,1848,1,253,2
11,8,2,5974,0,9,1978,1860,1,29,2
9,5,2,4000,0,9,1919,2844,1,5,2
14,8,1,4770,2385,9,2005,2286,1,114,2
14,8,1,7654,2595,9,1960,1284,1,350,2
14,8,2,7882,0,9,1950,1361,2,242,2
9,5,1,11056,4000,9,1950,2261,1,326,2
14,8,1,5000,2500,9,1928,1404,1,240,2
10,5,1,6076,3038,6,1835,3096,1,429,2
14,8,1,14061,4000,9,1912,1572,1,362,2
14,8,1,8500,4000,9,1918,1104,1,342,2
1,6,1,3200,1600,1,1855,1322,1,140,2
14,8,2,4860,0,9,1955,3502,1,16,2
14,8,2,11200,0,9,1985,1107,1,104,2
1,6,1,10800,4000,11,1923,1190,1,131,2
10,5,2,7800,0,9,1993,2934,1,137,2
14,8,2,12000,0,9,1951,2068,1,317,2
14,8,1,13332,4000,9,1954,2700,1,330,2
14,8,1,5986,2993,9,1989,1284,1,231,2
14,8,2,10550,0,9,1967,2673,1,226,2
11,6,2,15100,0,9,1989,2024,1,189,2
14,8,2,4648,0,9,1956,1956,1,205,2
14,5,2,9065,0,9,1920,2024,1,337,2
9,5,2,4425,0,9,1920,1134,1,113,2
10,5,1,9889,4945,9,1929,1575,1,307,2
14,8,1,11425,4000,9,1860,2166,1,612,2
9,5,1,2300,1150,9,1988,2400,1,26,2
1,6,1,11900,4000,11,1990,1900,1,432,2
11,8,2,10378,0,9,2003,2439,1,70,2
1,6,1,5894,2947,10,1870,1992,1,550,2
10,5,1,6350,3175,9,1924,840,1,136,2
1,5,2,4936,0,11,1991,2430,1,49,2
3,2,2,5356,0,9,1960,2350,1,282,2
3,2,2,23000,0,9,1924,3395,1,735,2
11,6,1,4800,2400,9,1952,1040,1,153,2
11,5,1,4500,2250,11,1991,1200,1,54,2
11,6,1,4800,2400,9,1988,1120,1,99,2
11,6,2,5300,0,9,1972,1008,1,206,2
13,7,2,15600,0,9,1977,3024,1,1692,2
14,4,2,4300,0,9,1983,1600,1,345,2
3,2,2,14973,0,9,1845,2513,1,666,2
9,5,1,5861,2931,9,1957,2688,1,185,2
14,5,2,4720,0,9,1943,1710,1,15,2
10,5,1,9070,4000,9,1950,2216,1,342,2
10,5,1,13360,3400,9,1920,2712,1,323,2
10,5,2,3485,0,9,1940,1140,1,109,2
9,5,2,4530,0,9,1970,2548,1,321,2
14,8,1,5079,2540,1,1974,1980,1,146,2
1,5,2,12695,0,11,1984,1510,1,112,2
14,8,2,6644,0,9,1978,1560,1,207,2
13,7,1,15700,2400,9,1970,2184,1,626,2
1,5,1,16000,4000,11,2009,1820,1,341,2
14,8,2,4180,0,9,1957,2774,1,21,2
14,8,1,6700,3350,9,1880,1882,1,448,2
1,8,1,3600,1800,1,1900,3696,1,343,2
10,5,1,10900,4000,9,1987,2706,1,273,2
1,2,2,3588,0,10,1981,3684,1,277,2
14,8,1,11225,3790,9,1995,3064,1,157,2
